,polarity,tweet,nltk_texts,predicted
2531,neutral,telecom foreign investment limit appear mobile vas mean tecnoman pick much,<Text: Telecom has a foreign investment limit of 74...>,neg
2532,neutral,delete by optiflex amplifier product use go capacity upgrade keg s network idirectionality,<Text: Teleste BK Optiflex amplifier products will be used...>,neg
2533,neutral,delete office worldwide list sordid exchange helsinki,<Text: Teleste has some 30 offices worldwide and is...>,neg
2534,neutral,delete set divided broadband cable network video network business area,<Text: Teleste was set up in 1954 and is...>,neut
2535,neutral,passenger ferry dimension length overall length perpendicular breadth design draught,<Text: The 2500-passenger ferry will have dimensions of 185...>,neut
2536,neutral,acquisition freeze food fish sector long energy linner tehtaat s business,<Text: The acquisition does not have to be from...>,neg
2537,neutral,acquisition price disclose,<Text: The acquisition price was not disclosed ....>,pos
2538,neutral,aforementioned shareholder inform propose annual general meeting number member board director shall five besides present member board director also mr last noponen shall elect board director,<Text: The aforementioned shareholders have informed that they will...>,neut
2539,neutral,aim co s q session give clarity information make public already early,<Text: The aim of the CEO 's Q&A sessions...>,neut
2540,neutral,board director authorize decide term share issue,<Text: The Board of Directors was authorized to decide...>,neut
2541,neutral,bridge km long locate anasmotet road e new traffic junction marieholm road e,<Text: The bridge will be 1.2 km long and...>,neut
2542,neutral,building condominium build stage,"<Text: The buildings , with about 40 condominiums each...>",neut
2543,neutral,business area operation finland sweden denmark esthonia latvia lithuania,"<Text: The business area has operations in Finland ,...>",pos
2544,neutral,buyer real estate owner property of company agree disclose financial detail deal,<Text: The buyer is real estate owner Propertos Oy...>,neut
2545,neutral,capital structure sodium may compliment financial instrument future,<Text: The capital structure of Solidium may be complemented...>,neg
2546,neutral,category mark maturity recession,<Text: The category was marked by maturity and the...>,neut
2547,neutral,chain unite centre end,<Text: The chain is to unite 45-50 centres by...>,pos
2548,neutral,company employee annual turnover our vaahto group list sordid exchange helsinki,<Text: The company has some 410 employees and an...>,neut
2549,neutral,company also seek possibility delicate luumaki personnel people up mill,<Text: The company is also seeking possibilities to relocate...>,neg
2550,neutral,company offer patrol service include patrol processing patrol tax administration employee pay service include direct deposit check signing readychex,"<Text: The company offers payroll services , including payroll...>",neut
2551,neutral,company operate business two portable segment include banking investment service nonlife insurance,<Text: The company operates its business through two reportable...>,neg
2552,neutral,company s board director propose dividend our per share,<Text: The company 's board of directors has proposed...>,neut
2553,neutral,company s board director propose dividend our annual general meeting,<Text: The company 's board of directors will propose...>,neut
2554,neutral,company s plant russia continue make type near market plant nikita finland manufacture type market,<Text: The company 's plant in Russia will continue...>,neg
2555,neutral,company s share list mid cap segment nasal ox helsinki,<Text: The company 's share is listed in the...>,neg
2556,neutral,company s share quote nasal ox helsinki rautaruukki of work,<Text: The company 's share is quoted on NASDAQ...>,neut
2557,neutral,company s us subsidiary vassal acquire aviation system maintenance in ami kansas base airport service company million us net sale,<Text: The company 's US subsidiary Vaisala Inc. acquires...>,neg
2558,positive,company say start investigate streamline operation order meet tighten competition mobile phone charge market,<Text: The company said that it has started to...>,neg
2559,neutral,company say focus resources clinical research,<Text: The company then said it will focus its...>,neut
2560,neutral,company turnover amount peur,<Text: The Company turnover amounted to MEUR 27.9 in...>,neg
2561,neutral,company webster,<Text: The company website is www.ahlstrom.com ....>,neg
2562,neutral,company part delete s video broadband solution business area,<Text: The company will be part of Teleste 's...>,neut
2563,neutral,company publish financial statement february,<Text: The company will publish its financial statement for...>,neg
2564,neutral,company release result february,<Text: The company will release its 2010 results on...>,neg
2565,neutral,company use money product development research activity key market finland germany italy france,<Text: The company will use the money for product...>,neg
2566,neutral,continue operation mean structure restructure aspocomp group include aspocomp voulu headquarter operation,<Text: The continued operations mean the structure after the...>,neut
2567,neutral,contract cover turkey deliver five airport operate authority john f pen laguardia newark teterboro stewart international,<Text: The contract covers turnkey deliveries to all five...>,pos
2568,neutral,contract include heating plant equipment associate installation work,<Text: The contract includes heating plant equipment and associated...>,neut
2569,neutral,contract involve refurbishing bathroom unit well replunge water few pipe,<Text: The contract involves refurbishing the bathrooms of 189...>,neut
2570,neutral,contract comprise turkey order for system two forcruise vessel construction like line talk,<Text: The contracts comprise turnkey orders for RoRo systems...>,neg
2571,neutral,cost deal could range million million europe depend financial result two company statement say,<Text: The cost of the deal could range from...>,neg
2572,neutral,crank would instal board two freighter order singaporean ship owner masterbulk,<Text: The cranes would be installed onboard two freighters...>,neg
2573,neutral,customer access integrate propeller gear package one source,<Text: The customers will have an access to integrated...>,neg
2574,neutral,deal subject approval norwegian competition authority,<Text: The deal is subject to approval by the...>,neut
2575,neutral,deal mean ten person three country transfer into,<Text: The deal means that ten persons in three...>,neut
2576,neutral,deal significant effect acquire company s equity ratio,<Text: The deal will have no significant effect on...>,neut
2577,neutral,deliver schedule summer autumn,<Text: The deliveries are scheduled for the summer and...>,neg
2578,neutral,development technological park specialize telecommunication information technology part state program formation technopark hiteach sector russia,"<Text: The development of the technological park , which...>",neut
